artist_name,track_name,release_date,genre,lyrics
Scary Pockets,Stayin' Alive,2023,retro,"Well, you can tell by the way I use my walk I'm a woman's man, no time to talk Music loud and women warm I've been kicked around Since I was born [Pre-Chorus] You know it's alright, it's okay And you can look the other way We can try to understand The New York Times' effect on man [Chorus] Whether you're a brother or whether you're a mother You're stayin' alive Stayin' alive Feel the city breakin' and everybody shakin' And we're stayin' alive Stayin' alive Ah, ha, ha, ha Stayin' alive Stayin' alive Ah, ha, ha, ha Stayin' alive You might also like[Verse 2] Well now, I get low and I get high And if I can't get either I really try Got the wings of Heaven on my shoes I'm a dancin' man and I just can't lose [Pre-Chorus] You know it's alright It's okay And you can look the other way We can try to understand The New York Times' effect on man Whether you're a brother or whether you're a mother You're stayin' alive Stayin' alive Feel the city breakin' and everybody shakin' And we're stayin' alive Stayin' alive Ah, ha, ha, ha Stayin' alive Stayin' alive Ah, ha, ha, ha Stayin' alive [Bridge] Life goin' nowhere Somebody help me Somebody help me, yeah Life goin' nowhere Somebody help me, yeah [Verse 3] Well, you can tell by the way I use my walk I'm a woman's man, no time to talk Music loud and women warm I've been kicked around Since I was born [Pre-Chorus] You know it's alright, it's okay And you can look the other way We can try to understand The New York Times' effect on man [Chorus] Whether you're a brother or whether you're a mother You're stayin' alive Stayin' alive Feel the city breakin' and everybody shakin' And we're stayin' alive Stayin' alive Ah, ha, ha, ha Stayin' alive Stayin' alive Ah, ha, ha, ha Stayin' aliveEmbed"
Los Yesterdays,Time,2020,retro,"Just in, Pigeon John and Flynn Adam Atkins arrived to Los Angeles from a rather intriguing stay in Harlem, New York, only to find out that long-time friend Joey Lawrence had been man-napped during yesterday's annual Los ? track meet. The authorities have yet to find any clues leading to where Joey Lawrence is, leaving the news of his disappearance altogether frightening [Verse 1: Pigeon John] Stepped out of the plane, in the sunshine rain Mind's twisted and diluted in revenge and pain Why the heck they got to get my little Joey like that Don't they know that LA Symphony ain't keen on that I got the call up in the air from a voice real ill Yo, we got Joey L and we want two mil First shocked, the second wanted to ? rock Right up the ill cats from around the block Walk slow toward the exit in Terminal 6 First thing I did was call Flynn to get things fixed (They got Joe, round em up now) [Verse 2: Flynn] Pick up the phone, Pigeon John was freaked Speaking with stress tones a story I'm not believing Decided the crew would rendezvous in Fox Hills Wasn't sure what to do for a few hot bills I call Coy to inform our situation He's just silent for a second, then with hesitation (Yo dog, we can't let these fools stop the rotation) Said he'd call Irisumi and ask for donations Delegated bTwice as source for transportation Eternal forerunner, Fishermen with baseball bats Bound to crack some skulls to get Boateng back And add boxes we united with the counterfeit stash Dude, this money is fake. I know it's fake. It is not gonna work. It's gonna work. It's gonna work! You might also like[Chorus] We went to the East took that and now back Spanish Hawthorne is up on the map Why the heck they try to get my little Joey like that Don't they know that LA Symphony ain't keen on that We went to the East took that and now back Spanish Hawthorne [Verse 3: Pigeon John] Dipped into the parking lot half past six Feeling sick to the stomach of what the future depicts Spotted my Symph niggies below the Macy's sign Eyes bloodshot and cold, grim, keen, and refined Step out of my Wildcat, slow motion connect Shook hands traded the words out of the moment's respect Not a smile in sight, sucking away from a fight Nodded to Flynn to lay out the plan for the night [Verse 4: Flynn] Took the nod as a go, approached situation slow Said they have my man Joe in San Pedro Look past emotions then we got down to the plan Pigeon brought his briefcase and we layed hands (Father God, please help us with the plan) I proceeded to inform the crew of all the specifics If we stick to the plans, the results will be terrific Passed out walkie-talkies and the water weapons Wouldn't do a bit of damage, the Symph would just threaten UNO started fretting, Halieyoos second guessin (Come on, yo, guys, give us a second) Swiftly stuffed the briefcase with Monopoly tender Spread Suey's money over top and into the center We connected eye to eye, ready for all types of trouble Someone satisfied, we unified for a huddle (Ok, yo, ok, yo, break!) [Chorus] We went to the East took that and now back Spanish Hawthorne is up on the map Why the heck they try to get my little Joey like that Don't they know that LA Symphony ain't keen on that We went to the East took that and now back Spanish Hawthorne [Verse 5: Pigeon John] Took my ? niggies round up on the plan Nine fine niggies crammed in the back of the van 20 minutes till we hit the crest of the South Bay Niggin, how we gonna trick them in time to get away No time for that, we got to get my little Joey They said they would cut off his ear if they smelled the police The closer we get, the anger replaces the fear Then we reached our destination at the end of Winthrop pier We hopped out smooth, tricked out, moved serene My right hand held the briefcase filled with fake green There they stood, four of them in black, obviously packing Joey was tied up and gagged, I felt like attacking The tall one spit quick, Give us the dough, youll get Joe Man I contact my crew, under my breath, said, Here we go [Verse 6: Flynn] Kenny D approached the four with stern sore faces The leader took briefcase and said, Step back three paces He wasn't letting Joey go, I know we could taste it Just then he pulled out pink bills from brief case bottom Soto went for his piece, but he had forgotten Pulled the trigger, only water was droppin [Verse 7: Pigeon John] Slow motion, four men in black in unison Whipped their guns out, pointed randomly to do a sin I fell to the ground, then I heard the shot sounds scream Looked up, saw Joey L in his very last dream Seems fake, all the blood, all rabble, it's a scadaddle Bullets spraying out in the open like cattle, B got raddled [Verse 8: Flynn] I jumped under villains' van, saw Jbeits crawling I turned my head around and witnessed bloody Stubby? bawling ? ? ? ? to Most High, they were calling Another shot rang out and I saw Trendi M falling [Verse 9: Pigeon John] Not my niggie, he's my man, Doc Low? is on solo Caught each others eyes just before he got cold Six shorts away from the bullet spay Where UNO Mas at, yo we gotta go and get away Right, left, look scene look shook Just then I saw my man UNO Mas sock this one niggie with the hook Oh Yes! Then he got blown in his chest Just then I noticed a villain get in his Corvette And there go Flynn heading the same direction as me Yelling, Coy's dead! Then I see all three Hop in the car and split, turned around to our dismay We see that Joey wasn't dead, we caught him driving awayEmbed"
St. Paul & The Broken Bones,Sea Star,2023,retro,"Deep in the ocean’s groove It used to be greener, glorious trees grew here Now it's just condos and land I am a starfish washed upon the shore Stuck in the sun's bloom just waiting to die You are the strong tide pulling me back into sea Now I can’t wait to live again If you die in a war make sure it is worth it Put your hand in the sand on the coast of Alabama If you die in a war make sure it is worth it Put your hand in the sand on the coast of Alabama Mansion right there that's where he lived The govеrnor won't be back Get lost right herе that ocean salt hoping we'll be right back I am a starfish washed upon the shore Stuck in the sun's bloom just waiting to die You are the strong tide pulling me back into sea Now I can't wait to live again If you die in a war make sure it is worth it Put your hand in the sand on the coast of Alabama If you die in a war make sure it is worth it Put your hand in the sand on the coast of Alabama If you die in a war make sure it is worth it Put your hand in the sand on the coast of Alabama If you die in a war make sure it is worth it Put your hand in the sand on the coast of AlabamaYou might also likeEmbed"
Jalen Ngonda,If You Don't Want My Love,2023,retro,"In this night, a starry sky My baby told me with a sigh Saying words that came across as a doubt I reassured that every day my love is strong in every place In your heart, I sho'nuff can't live without Every mountain, every sea Can never stray or burden me No matter the state of space and time Keep us close and keep us dear Not just today, but every year You were made to be a focus in my mind [Chorus] But if you don't want my love And if you want somethin' more Said if you never wanted my love Let me know, oh [Verse 2] You're not bound by a vow Could be tomorrow or even now If you want another spoke to look inside I'll be the person of your dreams, or your lover in-between Every corner in caverns of your mind You might also like[Chorus] But if you don't want my love And if you want somethin' more, baby, baby Said if you never wanted my love Let me know, let me know [Outro] Let me know Come on, baby Let me know Ooh, let me knowEmbed"
Sharon Jones & The Dap-Kings,"100 Days, 100 Nights",2007,retro,"To know a man's heart 100 days, 100 nights To know a man's heart And a little more Before he knows his own You know a man Can play the part Of a saint Just so long For a day comes When his true, his true self unfolds He maybe mellow He maybe kind Treat you good All the time But there's something just beyond what he's told 100 days, 100 nights To know a man's heart 100 days, 100 nights To know a man's heart And a little more Before he knows his own You might also likeWait a minute Maybe I need to slow it down just a little Take my time I had a man Tell me things Made me feel Just like a queen And I thought He was the one I would hold Oh yes I did But one day I looked around That old man Was nowhere to be found 100 days for this heart to unfold 100 days, 100 nights To know a man's heart 100 days, 100 nights To know a man's heart And a little more Before he knows his ownEmbed"
St. Paul & The Broken Bones,Sanctify,2016,retro,"What good is a flower without no sun? Oh, but I wanna feel something real What good is a light with no dark? What good is a king without a cross? Oh, but I wanna feel something real [Chorus:] Is that river wide, is that river deep? Let me sanctify, let me sanctify you, baby Is there a right when all is wrong? Is there a partner when left all alone? Oh, but I wanna feel something real [Chorus] Oh, let me sanctify Oh, I wanna, I wanna sanctify [Chorus x2] Is that river deep, is it deep, oh, is it deep?You might also likeEmbed"
St. Paul & The Broken Bones,Broken Bones and Pocket Change,2014,retro,"Young Love has made me old Tired restless and blue When it comes and she goes Says goodbye to my poor soul Broken bones and pocket change This heart is all she left me with [Verse 2] Reckless love has made me cold Worn down just like shoes Ain't nobody, Ain't nobody gonna love me I'll just stand here, all alone [Hook] Broken bones and pocket change This heart is all she left me with [Verse 3] I got it bad baby I got it so bad And I'm down Oh I'm down on my knees [Bridge] Music died and it let me go Said goodbye to my poor soul The melody, why have you forsaken me You might also like[Chorus] Broken bones and pocket change This heart is all she left me with Broken bones and pocket change This heart is all she left me with This heart is all she left me with This heart is all she left me with [Outro] Oh but I, Oh but I, Oh but Ive been broken Can't take, Can't take it down Im going down, I'm going down todayEmbed"
The Dip,Vacation,2022,retro,"(Hoo! Ah! Ha! Vacation vacation!) (Hoo! Ah! Ha! Vacation vacation!) (Hoo! Ah! Ha! Vacation vacation!) [Verse 1] Well another year came and went I came up with another twelve months of rent I paid my taxes but some rules were bent I didn't spend a single dollar I didn't need to spend but they tell me (How can you go when you know that you might fall behind?) [Pre-Chorus] I don't care if I do, I'm taking some time I gotta get lost 'fore I lose my mind [Chorus] (Hoo! Ah! Ha! Vacation vacation!) I think I need a vacation (Hoo! Ah! Ha! Vacation vacation!) I need a vacation baby (Hoo! Ah! Ha! Vacation vacation!) (Hoo! Ah! Ha! Vacation vacation!) [Verse 2] Beat down, boy I'm feeling rough Somebody tap me out 'cause I have had enough Why do I feel like this is all for nothin'? Start the countdown I'ma push the red button (How do you know that you won't regret it some day?) You might also like[Pre-Chorus] I don't care if I do, I'm taking some time I gotta get lost 'fore I lose my mind [Chorus] I think I need a vacation (Hoo! Ah! Ha! Vacation vacation!) (Hoo! Ah! Ha! Vacation vacation!) Ohh I think I need a vacation baby yes I do (Hoo! Ah! Ha! Vacation vacation!) (Hoo! Ah! Ha! Vacation vacation!) [Bridge] How do we measure the life of a person? Surely not by the money they earn You will get burned if you're stuck there workin' On somebody else's terms ooh ooh [Chorus] Oh I need a vacation yeah (Hoo! Ah! Ha! Vacation vacation!) (Hoo! Ah! Ha! Vacation vacation!) I need to take a vacation baby (Hoo! Ah! Ha! Vacation vacation!) (Hoo! Ah! Ha! Vacation vacation!) (Hoo!)Embed"
Lawrence,Misty Morning,2017,retro,These days there's too much on my mind And now it's hard to say goodbye But I can try [Chorus: Gracie] Misty morning on our avenue Sometimes I wish that I could stay with you I know I made it hard to see this through I got this feeling I will be missing you [Verse 2: Gracie] I'll miss those times you'd corner me Back when we learned geometry Do you agree? [Chorus: Gracie] Misty morning on our avenue Sometimes I wish that I could stay with you I know I made it hard to see this through I got this feeling I will be missing you [Bridge: Clyde & Gracie] Someday you'll find That maybe it was better We didn't have the time I heard the distance brings you nearer Are you near to me? You might also like[Chorus: Gracie & Clyde] Misty morning on our avenue I wish that I could stay with you I know I made it hard to see this through I got this feeling I will be missing you Misty morning on our avenue I wish that I could stay with you I know I made it hard to see this through I got this feeling I will be missing you Misty morning on our avenue I wish that I could stay with you I know I made it hard to see this through I got this feeling I will be missing youEmbed
Black Pumas,Ain't No Love In The Heart of The City,2020,retro,"How dare somebody try to compare me to other rappers like they see a similarity The shit ain't even close C-N-T the record label puttin' bread up on the breakfast table People hate to see me eat a piece of toast Homie you don't know me personally cuz you read a post And then grow the fuck up, never jugg for Earl Pearl But I bring it to your door step, split your forehead wide open Tires smokin' in a stolen vehicle You got love for me I'm easy to approach Smokin' a cigar from the Dominican Republic Don't run with a ton of homies Shut the circle, lettin' noone in the fold Again a stroke of the rollin' pin Watch the dough unspin And roll the cinnamon roll Openin' the envelope God damn, now I got 100k inside And I ain't talkin' toilet paper When I say that I'm in love with paper products Diamonds shinin' like a laser I've been blindin' every lady Walk into the Asian market, watch your eyes You could ride away with me Sit back and watch the entirety of a filthy mind Why should I apologize Won't find a lame that's trynna claim mine, it's occupied I don't blame rappers trynna take a step away from me Unexpectedly, guess they havin' trouble chokin' on they swallowed pride I may be kind of small inside but my heart is giant Castin' out a shadow that is hard to walk beside by Clientel is representin' all around the map C-Lance send the beats from the North East Diamonds in a group with Scotty in the lobby And Bobby just rolled up on me and he got a Warped Tour freak You can't afford 4gs then don't hit me for the feature, homie Watchin' Charlo boxin' from the floor seats Afterwards I had a threesome up inside the Venetian, a 34 floor suite Yuh-yuh-yuh-uh yeah You might also likeHook: I wear the crown like I'm a king Guts of a dragon slayer Bitch, I'm privileged like a prince Heart of a gladiator Play my throne and crown my queen Guts of a dragon slayer Walk around like I'm a king Heart of a gladiator I got guts, guts of a dragon slayer I got heart, heart of a gladiator I got guts, guts of a dragon slayer I got heart, heart of a gladiator Verse 2 (Emilio Rojas): Yeah, yeah Ain't nobody breathin' want it with A Milli Beat the fuck with me I'ma bring it to they doorstep They lookin' at me when I'm whippin' in the city All black BM, I don't do the Corvettes Petty motherfucker, I don't ever take pity (No pity) I don't feel a thing, I don't got any remorse left I see the lies, ain't no being fake with me And I won't stop till i'm sitting on a fortress The way i'm livin' man, it's getting obscene They celebrate my birthday when a nativity scene I got the women hittin' me to come and get in they spleen But I don't really give a damn because it's giving routine I don't care No me importa las putas I tell them ain't no love for sewer sales Hand-tatted but keepin' it a Medusa How'd you pay dues, you ain't even pay producers Middle finger like fuck the man That's why I keep my cash tucked in a rubber band, yeah They know I only really fuck with fam You wanna see me gotta talk to the dog Like you the Son of Sam Every cord a couple hundred grams And I swear that next year I'm gonna double that,yeah Cause I came from the gutter And there ain't no fucking way i'm gonna double back Now,now Hook I wear the crown like I'm a king Guts of a dragon slayer Bitch, I'm privileged like a prince Heart of a gladiator Play my throne and crown my queen Guts of a dragon slayer Walk around like I'm a king Heart of a gladiator I got guts, guts of a dragon slayer I got heart, heart of a gladiator I got guts, guts of a dragon slayer I got heart, heart of a gladiator Verse 3 (King ISO): ISO, like a chick that don't get stuck below I go Russell Crowe, she'll be glad I ate her But fuck you hoes, seems like a month ago Was in a solitary cell, no card to pass the players I (?) before we lit up on flame though Told 'em fuck a man cave, I got a dragon's lair And the only time I leave an alley gory When I blast the 40, makin' practice paper You ain't really got it rackin' until you got have haters Wouldn't advise it too like anti-vaccinators But I'ma give 'em a shot and not a glass of Jaegar Gettin' topped off like decapitation Get a soldier that's hittin' people I've ordered to kill all over (?) to fill up my soldiers duckin' assassinators Keep supportin' the real like I'm bout to go into filmin' As far as force I'll grab a saber and start slashi' Vader Hook: I wear the crown like I'm a king Guts of a dragon slayer Bitch, I'm privileged like a prince Heart of a gladiator Play my throne and crown my queen Guts of a dragon slayer Walk around like I'm a king Heart of a gladiator I got guts, guts of a dragon slayer I got heart, heart of a gladiator I got guts, guts of a dragon slayer I got heart, heart of a gladiatorEmbed"
Busty and the Bass,The Real,2015,retro,"Never thought The brain could burn The senses dull I haven't felt before Never touched a storm Or felt a wind so strong Never knew, never felt Never had something All the stories say, something Something more than I ever knew Something real, try and see Something right, truly And everything You'll ever need 'Cause you just [Chorus] Got to find something To keep you burning through the cold Well don't forget that one thing Far from shining, glitters gold Well, don't forget, just tell me 'bout it Everything you want to be No more playing now Don't you ever Don't you forget about it You might also like[Verse 2] Every thought Always and only Just enough They say just around And I I wanna know Wanna be Wanna see What this means 'Cause I know that there's got to be Got to be Something more Everything, you'll ever need 'Cause you just [Chorus] Got to find something To keep you burning through the cold Well, don't forget, that one thing Far from shining, glitters gold Well, don't forget, just tell me 'bout it Everything you'll ever need No more playing now Well don't you ever Don't you forget about it [Coda] Everyone's got to find, that something One thing to hold on Everyone's got to find, that something Hold on, so long don't you forget about it Everyone's got to find, that something One thing to hold on Everyone's got to find, that something Oh hold on so long, don't forget about it Everyone's got to find that something Don't you forget about it Don't you forget about it Don't you ever, no Everyone's got to find that something Don't you forget about it Don't you forget about it Don't you ever go Well, don't you ever goEmbed"
Sister Sparrow,Mama Knows,2015,retro,"Mama said, ""Good things come free"" ""Do what you can and be what you need"" We never had much, but we figured it out 'Cause when you've got nothing, there's nothing to bitch about [Chorus] She would say, ""Oh, oh, don't hit me with your stuff"" Say, ""You got money, you got something"" ""Oh, oh, just hit me with love"" ""You ain't got love, then you ain't got nothing"" ""Oh, oh, don't hit me with your stuff"" Say, ""You got money, you got something"" ""Oh, oh, just hit me with love"" ""You ain't got love, then you ain't got nothing"" Mama knows Yes, mama knows [Verse 2] Well, no shit, your life is hard It's an easy Sunday when you know who you are, oh yeah, child Ain't no shortcut gonna bring you peace, no But your mama knows just what you need, yes [Chorus] She would say, ""Oh, oh, don't hit me with your stuff"" Say, ""You got money, you got something"" ""Oh, oh, just hit me with love"" ""You ain't got love, then you ain't got nothing"" ""Oh, oh, don't hit me with your stuff"" Say, ""You got money, but that's something"" ""Oh, oh, just hit me with love"" ""You ain't got love, then you ain't got nothing"" Mama knows Ooh, yes, mama knows, yeah You might also like[Bridge] Mmhmm, yeah Oh, yes Oh, it's so sweet Yes, it is I said it's, it's so sweet, yeah It's so sweet, oh Lord, yes It's so sweet, yeah Oh, but if you don't know, now, now You better go ask your mama [Chorus] She would say, ""Oh, oh, don't hit me with your stuff"" Say, ""You got money, you got something"" ""Oh, oh, just hit me with love"" ""You ain't got love, then you ain't got nothing"" ""Oh, oh, don't hit me with your stuff"" Say, ""You got money, you think that that's something"" ""Oh, oh, just hit me with love"" ""You ain't got love, then you ain't got nothing"" Mama knows I said your mom, she knows, yesEmbed"
Sonny Cleveland,If It Ain't Broke,2015,retro,"""911, what's your emergency?"" ""Uh, hi, we need help, sir. BabyTron came to the ball with the fire BINs and left it scorching. We need you to send the fire department. ASAP, please. Please"" ShittyBoyz [Verse] ""Whoa, BabyTron, where this energy come from?"" I been charged up, use yo brain, fucking dumb dumb I got some shit in this clip that you would run from Got a play, told the plug meet me at one sum (I'm on my way) Apple worker on the road, I got five phones I got some shit that make 'em jump like it's Sky Zone Bitch seen the long sleeve, left her ass mind blown On the road for three days, I'm in a different time zone Throwing jabs? You get popped, this ain't SummerSlam Code talking with the plug, you wouldn't understand Lil' bitch dumb as hell, she fucked another ham One day the ShittyBoyz gon' be rocking Summer Jam Push a button, you get cooked like a microwave RIP lil' Chris, he made me feel some type of way Speaking down on bro? Now you got a price to pay If I catch his ass then God has a life to save Oh, you crispy off the fake Trues and fake Loubs? On the 'Gram flashing fake buffs and fake blues And yo ear turning green off the fake screws Oh, you kill now? Let me guess, you made the fake news Face card on fire, grab the cheese out of Meijer's Robin jeans all week, who the fuck is flyer? Get the ass from her then I'm spinning like a dryer I'm the boss, lil' bitch, they come to me to get higher Thrusted everyday, I ain't have to go to prom Dukes raised a real one, shout-out to my moms Ran it up in Cleveland, feeling like LeBron Getting sunny outside so I had to punch a dime Slip on my sauce? You gon' fall and break yo neck Yo bitch broke her neck too off the heavy check If you catch me in the whip, I'm cooling in a Nike tech Balmain sagging, seventh grade, I used to rock the Mets Good orders, grab the package off the porch Dude was talking loose and then he got his ass scorched F-F-Fire BINs, bitch, I'm something like the Human Torch Skinny nigga so I'ma let the bullets do the horse Asking for a punch? You get punched in yo shit Bro blowing heads if he jumps in the mix Red bottoms on, I had stunt in the kicks Jugging shit, man, I made a bunch off the list Skywalking so I'm feeling like I'm Anakin Fucked up Saks, could've cashed a fucking mannequin Ham sent his last money, probably got him panicking Play my role, get the neck then a nigga vanishing We the reason they got warnings on the touch pad Waste management, I'm probably where the dumps at Margielas on, zip me up like a lunch pack Hollows hit like Ed Reed, just step the fuck back Check the forecast, it's supposed to rain giffies Baby, I'm on the road, you know I stay busy The Devil in my ear, he said he'll help me make fifty I just pray to God every night that he stays with me It ain't shit to pick you off like you Manziel How you real but wasn't there when yo mans fell? Decline what? My pieces hit like Chuck Liddell Oh, you swipe that? It really doesn't ring a bell You're a rookie, you got zero like you Jayson Tatum Runners on and you know Balenciaga made 'em Dee had the hoes choosing, that's probably why they hate him Got a Drac' with the Clippers, I'll send bro to fade him On everything I love, you not touching me How you gon' slide when yo tank touching E? Oh, I'm broke? You must be tripping off the Russian Cream ShittyBoyz, real boys, you know that's the fucking team You might also like[Outro] Yeah Man, that shit was too easy Bitch Let me spell ""GOAT"" for you real quick B-A-B-Y-T-R-O-N I'm out this bitch ShittyBoyzEmbed"
The Meltdown,Crooked Country,2017,retro,"[Male News Archors #1:] Breaking news story! Just bringing you up to date... [Female News Archors #1:] ... across the US, as the country's economy continues to plunge [Male News Archors #2:] Now some are so outraged, they are doing something about it! [Female News Archors #1:] The Congress is proposing new taxes... [Male News Archors #2:] Symbols remind you of the toll the ongoing wars are taking on our country! [Female News Archors #1:] CEO's [Hook 1: B-Real (Sen Dog)] We shut 'em down, we shut 'em down (shut 'em down) We shut 'em down, yeah, we shut 'em down (shut 'em down) We shut 'em down, we shut 'em down (shut 'em down) We shut 'em down, yeah, we shut 'em down [Sen Dog:] Somethin' getting down from the motherfuckin' get go Hands around your neck and I'm refusing to let go I'm like a down south, crooked-ass police Get me some of everything, down to your show biz You might also likeSee? They got me straight going off, G Going buck wild, swinging on a paparazzi We not done, this shit ain't over 'Cause we're back with a nation of soldiers And we ain't havin' it, we takin' over, kid Coming through with the cannabis potent shit I'm thinkin', ""Oh, no! We rock the good show"" Hand over the mic like Billy Boddy in a fist show [Hook:] (Bailouts) Shut 'em down (Wall Street) Shut 'em down (???) Shut 'em down Yeah, we shut 'em down (Cold wars) Shut 'em down (Politicians) Shut 'em down (Quiet Tax) Shut 'em down Yeah, we shut 'em down [B-Real:] Going down the crossroads, feeling kinda lost no Way to make it forsaken and taken for a lost soul I don't want your sympathy, I don't need your hand out Never had it planned out, system cut your man out Wars on the newscast! - Caught it on a news flash Heard about a new tax What if I refuse that? I don't want your promises, I don't need your bullshit I don't need you telling me the answers at the pulpit Setup for the meltdown, hunted by the hellhounds Spiders got you spellbound, get up if you fell down I don't hate your slick talk, I don't seek your point of view I'm the fucking thorn your side that keeps annoying you [Hook:] (Crooked cops) Shut 'em down (Drug lords) Shut 'em down (Higher tax) Shut 'em down Yeah, we shut 'em down (False media) Shut 'em down (A common enemy) Shut 'em down (Hypocrites) Shut 'em down Yeah, we shut 'em down [Hook:] (Politicians) Shut 'em down (War criminals) Shut 'em down (This is a fixed show) Shut 'em down Yeah, we shut 'em down (Corruption) Shut 'em down (No surrender) Shut 'em down (By any means) Shut 'em down Yeah, we shut 'em down [Hook 1] We shut 'em down, we shut 'em down (shut 'em down) We shut 'em down, yeah, we shut 'em down (shut 'em down) We shut 'em down, we shut 'em down (shut 'em down) We shut 'em down, yeah, we shut 'em downEmbed"
Black Pumas,More Than a Love Song,2023,retro,"Ahh! Hangin' on Here I go [Verse 1] You see the two black birds flying Flying high just to be together When we face the music It might help you to the other side of a great divide Fly together So I’ve asked the grand master why Asked him why life feels so hard sometimes You got to use the music, sweet soul music To reignite your soul divine, to reignite your soul [Chorus] Because life is more More than a love song, it's more than a fantasy More than a little bit This life is more More than a dream ya'll, it’s more than a fantasy More than a little bit So take your time, and realize, and fly [Verse 2] I hear the two blues birds sing that song Dee-dee-diddly, dee-dee-diddly, yeah, right My respects to the grand master for the lines Such a pretty thing, how the melody abides You might also like[Chorus] But life is more More than love song, it's more than a fantasy More than a little bit This life is more More than a dream ya'll, it's more than a fantasy More than a little bit This life is more More than a love song, it's more than a fantasy More than a little bit And I'm through the door now (More than a dream ya'll) See the sun shining (It's more than a fantasy) More than a little bit [Bridge] I’m through the door (Fly) (High) We know life is more (Fly) (High) More than pretty things (Fly) (High) Or singing melodies (Fly) (High) Oh life is more (Fly) (High) Way more (Fly) Oh, yeah (High) Way more (Fly high) [Verse 3] Why, when the thunder sounds And you see the lightning almost touch the ground You hear a voice sometimes, my inner child sings Fly together (Fly together) But life feels so hard sometimes and you start to lose your mind Just grab your sister’s hand And fly together Black Pumas, show em' how The blues birds, fly together (Fly together) [Outro] Let’s fly together baby (Fly together) Fly together (Fly together) Fly together (Fly together) Help me sing a song and fly (Fly together) Touch that sky (Fly together) Fly together (Fly together) Let's fly together (Fly together) (Fly together) (Fly together) (Fly together) (Fly together) (Fly together) (Fly together) (Fly together) (Fly together) (Fly together) (Fly together) (Fly together) (Fly together) (Fly together) (Fly together)Embed"
Joey Dosik,In Heaven,2018,retro,"Let’s find something that we both agree on Something we both can do Before I go to turn my hearing aid off I need to work things out with you If I could start with a joke or two Get a smile to come out of you Give you all that I’ve got to give So we could sing a song like the angels did (ooh) [Pre-Chorus] I hope you feel this way Somebody feel this way It’s time to make a play [Chorus] ’Cause if we can’t act right in heaven Then we might not know that we have one We have one How could we forget We have one [Verse 2] It might not be the most perfect place there is But think about what we’ll tell our kids When they have a hundred reasons, shouldn’t come between us Tell me, how could someone not really get with this Come get with this You might also like[Pre-Chorus] I hope you feel this way Somebody feel this way We’ve got to make a change [Chorus] ’Cause if we can’t act right in heaven Then we might not know that we have one We can feel worried, I think maybe we should hurry So that we can grow old in heaven We have one Think about how good it feels To have one Think about how good it feels to say We have one Think about how good it feels to say To be one [Bridge] It’s exciting To do right and How we’re trying Let’s keep trying To push forward Do more for Not just standing What’s going on lord What’s going on [Pre-Chorus] Somebody feel this way We’ve got to find a way [Chorus] ’Cause if we can’t act right in heaven Then we might not know that we have one Imagine we already have one So that we can grow old in heaven We have one Think about how good it feels To have one How could we forget We have one Think about how good it feels to say To be one [Outro] We have one We have one We have one So that we can grow old in heavenEmbed"
Allen Stone,Where You're At,2016,retro,"I keep my dirt on the surface so you don't gotta dig The people didn't make me nervous, tried to hide all their sins And I've got no reason to cover my tracks The best part of learning is just loving where you're at [Chorus] So love where you're at Love where you're at And keep your dirt on the surface And just love where you're at [Verse 2] I wear my sins on my collar so everyone sees And there ain't no bother in spreading rumors about me I ain't no angel, but I ain't so bad And the best part of learning is just loving where you're at [Chorus] -x4You might also likeEmbed"
The Dip,Beautiful Stranger,2023,retro,"Maybe there's a kingdom above the weather Oh, and whether you're gonna get on in is up to you If you ever hear that crying in the distance like some siren Maybe there's a singer with no ring around their little finger, no love And If I lose my voice If I have no choice but to go quiet Won't you sing for me a melody into the night there Well, if I die too young, if the wolf he comes Fee-fi-fo-fum If I die too young, oh, if the locust come Well then, run, run, run Free If you ever hear that gunshot, you may think 'bout what you do but you don't got Say a prayer, think of mother, I am a rock If you ever hear that sound now If the door gets kicked in here, they come now Think of others, be their cover I am what they're not Pray for Paris They cannot scare us Or stop the music You got a sweet voice, child Why don't you use it? If I die too young, if the gunmen come, I'm full of love So release me, every piece of me, up above (Up above) You might also likeLove my mama and my papa Love my sister, can't stand the coppers up in their choppers Oh, flying overhead, forty-nine dead Singing, oh, my Lord, come carry me home Oh, my Lord, come carry me home I'm singing oh, my God, oh, my Lord Oh, my God, oh, my Lord Oh, my God, oh, my Lord Oh, my Lord And if I die too young for something I ain't done Carry my name every day Oh, I'm sorry Oh, I'm sorry Freddie Gray But sleep easy like baby Jesus in a manger Oh, sleep easy like little Jesus, beautiful stranger Oh, beautiful stranger If I die too young, let all that I've done be remembered And I'll sleep easy like baby Jesus in his manger And I'll sleep easy like little Jesus, safe from danger Carry onward like some songbird, beautiful stranger Carry onward like some songbird, beautiful stranger Oh, beautiful stranger4Embed"
Lawrence,More,2018,retro,"Stare at the ceiling from the ground I’ve never dealt with this before And I’ve never felt so insecure Could somebody tell me what’s in store? I’m sure… There will be more There will be more They’re saying that it will go away And I should just wait another day I used to be so self-assured Now I don’t know what I’m searching for But I know that when it rains it pours I’m sure… There will be more There will be more There will be more And many more, and many many more… There will be more There will be more... More, and many more, and many many more… More, and many more, and many many more... More, and many more, and many many more... More, and many more, and many many more... You might also likeMore, and many more, and many many more... More, and many more, and many many more... More, and many more, and many many more... There will be more! And many more, and many many more...Embed"
